(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)","Yield To Worst(%) - Mid
(%)"
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID,SPT_EOD_YTW_MID
,,,,,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price
,,,,,4/30/2026,3/31/2026,2/27/2026,1/30/2026,12/31/2025,11/28/2025,10/31/2025,9/30/2025,8/29/2025,7/31/2025,6/30/2025,5/30/2025,4/30/2025,3/31/2025,2/28/2025,1/31/2025,12/31/2024,11/29/2024,10/31/2024,9/30/2024,6/28/2024,3/29/2024,12/29/2023,9/29/2023,6/30/2023,3/31/2023,12/30/2022,9/30/2022,6/30/2022,3/31/2022,12/31/2021,9/30/2021,6/30/2021,3/31/2021,12/31/2020
Vericast Corp.,SPS1805148393,4158977,U9231NAK4,VERICAC 12.5 12/15/2027 FIX USD Corporate RegS,10.70878,0,0,0,-189.36587,-126.07173,-61.88696,-75.87124,-69.24366,-199.88910,-309.47955,30.26031,29.71711,29.24416,28.84437,28.45599,16.93261,16.83322,-161.20729,-214.86682,-178.61510,-127.13636,-144.18351,-10.69519,4.57777,-21.32701,0,0,0,0,0,0,0,0,0
Vericast Corp.,SPS1805310512,4158977,92342NAK9,VERICAC 12.5 12/15/2027 FIX USD Corporate 144A,10.70878,0,0,0,-189.36587,-126.07173,-61.88696,-75.87124,-69.24366,-199.88910,-309.47955,30.26031,29.71711,29.24416,28.84437,28.45599,16.93261,16.83322,-161.20729,-214.86682,-178.61510,-127.13636,-144.18351,-10.69519,4.57777,-21.32701,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS14055470,4057229,362320BA0,GTELLC 6.94 04/15/2028 FIX USD Corporate,4.72823,4.45264,4.11607,4.07605,4.19945,4.16996,3.77505,4.44832,4.09154,4.66573,4.38636,4.70704,4.43283,4.60976,4.57788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS1680021299,4057229,92343VGL2,VRZN 2.85 09/03/2041 FIX USD Corporate,5.78248,5.74321,5.41376,5.58193,5.52369,5.39802,5.48418,5.41216,5.60311,5.64086,5.63283,5.80163,5.71663,5.61892,5.45261,5.71075,5.76799,5.33826,5.48900,5.01212,5.56812,5.32206,5.09253,6.14119,5.35482,5.08101,5.47990,5.77899,4.83755,3.68205,2.94041,2.91516,0,0,0
Verizon Communications Inc.,SPS1771742262,4057229,92343VGP3,VRZN 3.875 03/01/2052 FIX USD Corporate,5.92773,5.92285,5.66737,5.79130,5.79552,5.63172,5.67282,5.57885,5.79414,5.78826,5.76357,5.91363,5.82528,5.73526,5.55827,5.79313,5.77680,5.37403,5.50608,5.12866,5.57545,5.34305,5.15318,6.07317,5.31601,5.14261,5.49894,5.66106,4.89209,3.79664,0,0,0,0,0
Verizon Communications Inc.,SPS1772244386,4057229,92343VGQ1,VRZN 4.1 03/04/2055 FIX USD Corporate RegS,6.00770,5.91287,5.63862,5.89239,5.95940,5.74594,5.46155,5.60257,5.79900,5.76742,5.66614,5.79586,5.56727,5.46758,5.38634,5.39027,5.25913,5.32700,5.45109,5.16245,5.50367,5.30523,5.05974,6.06682,5.30544,5.14375,5.42442,4.55327,4.71854,2.95456,0,0,0,0,0
Verizon Communications Inc.,SPS1891283613,4057229,U9221ACJ5,VRZN 4.78 02/15/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS285219913,4057229,92343VCU6,VRZN 01/15/2036 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS430326041,4057229,92346MBY6,VRZN 4.55 02/15/2048 FIX USD Corporate,6.01445,6.25325,5.96710,5.95104,5.90455,5.76970,5.68318,5.76300,5.96588,6.12317,6.06741,5.93154,6.19141,5.81576,5.88199,6.09066,6.00932,5.48557,5.95170,5.61416,5.90475,5.47404,5.56865,6.16214,5.48902,5.21510,6.08945,6.18124,5.36611,2.80746,2.01536,1.53593,1.87882,1.73803,0
Verizon Communications Inc.,SPS430326183,4057229,92346MGE5,VRZN 3.45 12/15/2049 FIX USD Corporate,6.05164,6.24391,5.97494,5.94439,5.90496,5.76834,5.80100,5.78882,6.08177,6.12541,6.03768,6.32706,6.01354,5.98548,5.87147,6.27621,6.25507,6.00210,5.90331,5.41780,5.90707,5.55960,5.64622,6.32109,5.39472,5.62362,6.06210,5.75760,4.89940,3.46446,1.77572,1.42138,3.45975,3.91818,0
Verizon Communications Inc.,SPS430326192,4057229,92346MGP0,VRZN 1.85 06/15/2030 FIX USD Corporate,6.03674,5.56758,5.37417,5.40103,5.41742,5.43135,5.55593,5.23733,4.96035,5.08404,4.85232,4.99210,4.94111,5.16572,5.19884,5.60406,5.61738,5.52140,5.38576,4.74602,5.39193,5.36676,5.38517,6.31027,5.59925,4.82358,5.79287,5.58208,4.35544,2.75809,2.35779,2.16534,2.68401,3.01656,0
Verizon Communications Inc.,SPS430326193,4057229,92346MGQ8,VRZN 2.8 06/15/2050 FIX USD Corporate,5.91370,5.63269,5.32315,5.47050,5.64176,4.66086,5.01922,5.22455,5.51685,5.94569,6.15246,6.29836,6.06540,5.77049,5.69191,5.94735,5.71286,5.79123,5.58708,5.50790,5.96453,5.62180,5.56257,6.14317,5.39463,5.36181,5.69991,5.49312,5.17838,4.28270,3.40261,3.17399,0,0,0
Verizon Communications Inc.,SPS430326257,4057229,92346MJQ5,VRZN 4.0 05/15/2029 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Communications Inc.,SPS430326865,4057229,92346MAY7,VRZN 4.85 08/15/2047 FIX USD Corporate,6.04029,6.14781,5.64631,5.97945,5.84102,5.50962,5.54814,5.86324,5.89886,6.09870,6.07140,6.03646,6.18029,5.79455,5.58730,6.04263,5.88404,5.52248,5.69261,5.40128,5.86376,5.69505,5.59940,6.24426,5.75057,5.32900,6.00565,5.91637,5.38147,4.92238,2.75819,2.77174,2.29156,3.27448,2.11498
Verizon Maryland Inc.,SPS14003417,4057233,165069AM7,VERIZOM 07/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Maryland Inc.,SPS14003419,4057233,165069AP0,VERIZOM 8.0 10/15/2029 FIX USD Corporate,4.95954,4.87849,4.65733,4.75076,5.08825,4.92325,4.50215,4.94305,4.26476,4.52543,4.71362,5.05299,4.49897,5.37400,5.51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Maryland Inc.,SPS14139676,4057233,92344WAB7,VERIZOM 5.125 06/15/2033 FIX USD Corporate,5.26243,5.28611,4.78959,5.08706,5.07496,5.08015,5.04672,5.15517,5.17041,5.29584,5.16161,5.54511,5.47178,5.54608,5.17486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New England Inc.,SPS14014557,4057234,644239AY1,VZ-NewEngland 7.875 11/15/2029 FIX USD Corporate,4.76090,4.87851,4.34331,4.55542,4.59546,4.76521,4.45585,4.72329,4.56848,4.98260,5.10153,5.17276,5.13801,4.64973,4.29476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New Jersey Inc.,SPS14014582,4057235,645767AW4,VZ-NJInc 7.85 11/15/2029 FIX USD Corporate,4.78582,4.79803,4.32965,4.70583,4.91746,4.64501,4.74845,4.82932,4.94273,5.09436,4.64835,4.79756,4.82051,4.86962,5.06747,5.29764,5.53585,5.11012,5.25128,4.70746,5.58344,5.55664,5.31415,6.07322,5.66710,5.82236,6.26764,6.19038,4.71454,3.98884,3.23682,2.83933,2.77810,3.43156,2.79088
Verizon New Jersey Inc.,SPS14140081,4057235,645767BC7,VZ-NJInc 7.85 11/15/2029 FIX USD Corporate,5.01013,5.01581,4.32042,4.51336,4.87546,4.74926,4.85944,4.88720,4.84023,5.10090,4.93956,5.11172,4.86801,5.10462,5.16609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New York Inc.,SPS14014673,4057236,650094CB9,VZ-NYInc 12/01/2033 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New York Inc.,SPS14054885,4057236,650094CJ2,VZ-NYInc 6.5 04/15/2028 FIX USD Corporate,4.93098,4.52459,4.03358,4.13398,4.60427,4.44411,4.09306,4.62537,4.47129,5.44448,5.24636,5.62199,5.06088,4.98601,5.07923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon New York Inc.,SPS14114721,4057236,92344XAB5,VZ-NYInc 7.375 04/01/2032 FIX USD Corporate,5.35756,5.33639,4.99641,4.80242,5.12047,5.06444,5.11232,5.13491,5.27583,5.50200,5.39112,5.63068,5.58262,5.45492,5.37675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Pennsylvania LLC,SPS14002122,4381427,078167AZ6,VERIZPE 8.35 12/15/2030 FIX USD Corporate,5.09532,4.92323,4.68981,4.93516,4.77032,4.89383,4.58244,5.11220,5.06523,5.32590,5.16456,5.33672,5.19301,5.42962,5.49109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Pennsylvania LLC,SPS14002123,4381427,078167BA0,VERIZPE 8.75 08/15/2031 FIX USD Corporate,4.89937,5.27341,4.81260,5.04384,5.06846,4.98470,4.93373,5.64420,5.59724,5.85791,5.69657,5.86873,5.62502,5.86163,5.92309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Pennsylvania LLC,SPS14063430,4381427,07786DAA4,VERIZPE 6.0 12/01/2028 FIX USD Corporate,4.87886,4.57819,4.22083,4.40940,4.61964,4.57660,4.32402,4.86640,4.44379,4.44346,4.84822,4.70106,4.91386,4.72876,5.06021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verizon Virginia LLC,SPS14003433,4057242,165087AL1,VERIVIR 8.375 10/01/2029 FIX USD Corporate,4.87076,4.85940,4.69410,4.75076,4.80029,4.94281,4.75587,4.93443,5.09834,5.09677,5.36456,5.53672,5.29301,5.52962,5.59109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viasat, Inc.",SPS606882619,4242781,92552VAM2,VIASINC 5.625 04/15/2027 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia Electric and Power Company,SPS50031609,4057032,927804FG4,D-VirgEl+Pwr 8.875 11/15/2038 FIX USD Corporate,5.45678,5.46327,5.17636,5.24262,5.24417,5.12828,5.16973,5.18607,5.37711,5.50028,5.45668,5.69930,5.66170,5.50063,5.44967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS109112605,4120680,887317AH8,WARNMED 6.1 07/15/2040 FIX USD Corporate,7.95878,7.86546,7.53671,7.81716,7.74302,7.61514,7.69514,7.41741,7.49446,6.80848,5.89848,7.78717,7.41095,7.39906,6.79006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS129184239,4120680,887317AL9,WARNMED 6.25 03/29/2041 FIX USD Corporate,6.85878,6.76546,6.43671,6.71716,7.26943,7.07566,7.09400,6.74922,6.91740,6.84754,6.05458,8.17129,7.94548,7.85686,7.76829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS141639167,4120680,887317AM7,WARNMED 5.375 10/15/2041 FIX USD Corporate,9.12878,9.03546,8.70671,8.98716,8.61943,9.14566,9.16400,8.38985,5.82590,5.94230,5.44645,8.02129,7.79548,7.70686,7.61829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS208511565,4120680,887317AP0,WARNMED 4.9 06/15/2042 FIX USD Corporate,9.15276,8.88063,8.44472,8.70078,8.66943,8.32566,8.77400,8.87922,8.84598,5.33557,5.09478,8.51129,8.01048,7.62690,7.37329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS252866919,4120680,887317AS4,WARNMED 5.35 12/15/2043 FIX USD Corporate,9.15276,9.05063,8.29472,8.45078,8.41943,7.83566,7.95400,8.84922,8.81740,6.11480,5.96058,8.47084,8.42834,7.60171,7.61377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS264162316,4120680,887317AU9,WARNMED 4.65 06/01/2044 FIX USD Corporate,8.91987,8.83726,8.29535,8.45997,8.41943,8.65649,8.66920,5.66903,8.13042,5.85492,5.83708,8.45629,8.00298,7.83896,7.29693,7.68924,7.63336,7.75312,7.61742,7.18312,7.80206,8.22752,7.86866,8.42827,7.03605,6.47870,6.81642,6.64899,5.93545,4.92707,4.40026,3.96928,3.94836,4.61463,3.99172
"Warner Media, LLC",SPS30133498,4120680,887317AD7,WARNMED 6.5 11/15/2036 FIX USD Corporate,7.88878,7.79546,7.46671,7.74716,7.67302,7.32017,7.37062,7.48689,7.90113,7.14925,7.10464,7.58327,7.36095,6.85535,6.85028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warner Media, LLC",SPS302465050,4120680,887317AX3,WARNMED 4.85 07/15/2045 FIX USD Corporate,10.78987,9.83726,7.94535,8.10997,8.36943,7.87566,7.88837,7.10022,7.67624,4.92398,4.82751,8.36129,7.95048,7.63681,7.52329,7.85642,7.84848,7.49112,7.56008,7.90804,8.36377,8.32752,8.01866,8.78348,7.83386,7.62475,7.54392,7.08452,6.37721,5.20832,3.97854,4.06739,4.16575,4.51463,4.05172
"Warner Media, LLC",SPS99075343,4120680,887317AE5,WARNMED 6.2 03/15/2040 FIX USD Corporate,9.73704,10.01773,8.11995,7.12529,7.14302,6.96514,7.04514,6.74703,6.52934,6.66336,5.79848,7.97827,7.46345,7.00535,6.93545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo & Company,SPS426358685,100382,95000U2U6,WFC 3.35 03/02/2033 FLT USD Corporate,4.91553,4.92382,4.52134,4.64051,4.59573,4.46348,4.57695,4.59354,4.76002,4.86019,4.87441,5.17345,5.14532,5.11630,5.11196,5.36367,5.43833,5.05694,5.17910,4.71116,5.48846,5.41399,5.27640,6.32278,5.43636,5.22664,5.54259,6.00499,4.80773,3.67571,0,0,0,0,0
Wells Fargo & Company,SPS426358692,100382,95000U3B7,WFC 4.897 07/25/2033 FLT USD Corporate,4.92823,4.96314,4.54498,4.65903,4.61332,4.48318,4.62642,4.62013,4.77833,4.85213,4.89345,5.17571,5.21611,5.14136,5.14412,5.40096,5.42904,5.07226,5.20492,4.72698,5.51589,5.41408,5.27068,6.30322,5.45697,5.20224,5.61659,5.95897,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1941930492,10595608,U95055BW5,WELLFAJL 05/09/2035 FIX USD Corporate,0,0,0,5.26607,5.46009,5.43400,5.48524,5.59252,5.20020,5.50054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1961203288,10595608,U95055CP9,WELLFAJL 10/09/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1961515461,10595608,U95055CQ7,WELLFAJL 10/09/2032 FLT USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1969421741,10595608,U95055CU8,WELLFAJL 11/14/2035 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Fargo Finance LLC,SPS1991534274,10595608,U95055DK9,WELLFAJL 03/24/2036 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS14034378,4006248,969133AK3,WY 7.85 07/01/2026 FIX USD Corporate,4.65390,4.62074,4.31733,4.30106,4.30721,4.33633,4.39829,4.46592,4.54162,4.80845,4.73111,4.77313,4.85193,4.72832,4.70034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS14034379,4006248,969133AJ6,WY 7.35 07/01/2026 FIX USD Corporate,4.72410,4.76751,4.28920,4.35941,4.32879,5.03614,5.08986,4.25291,4.46070,4.76169,4.43917,4.76963,4.39632,4.62001,4.73741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS14047416,4006248,962166AW4,WY 6.95 10/01/2027 FIX USD Corporate,4.46357,4.49290,3.90972,4.03248,3.99066,3.95633,4.07879,4.05206,4.26995,4.56999,4.39029,4.55735,4.30495,4.51508,4.59284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS14113627,4006248,962166BF0,WY 03/15/2032 FIX USD Corporate 144A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyerhaeuser Company,SPS64347443,4006248,962166BQ6,WY 03/15/2032 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wisconsin Bell, Inc.",SPS14038346,4057247,976585AG4,WISCBEL 12/01/2026 FIX USD Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellowstone Energy LP,SPS291371305,4064145,98580LAA3,YELLOW 5.75 12/31/2026 FIX USD Corporate 144A,8.10993,7.85429,7.87555,8.09894,7.34598,7.21564,7.35895,7.59574,7.19910,7.04527,7.31186,7.30878,5.46747,5.47961,4.40132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorkshire Power Finance Limited,SPS31503304,4279540,G9856LAA0,YORPOW-Fin 7.25 08/04/2028 FIX GBP Corporate RegS,5.40517,5.42073,4.52416,4.66369,4.65405,4.68774,4.69816,4.96095,4.97853,4.89730,4.88386,5.26642,5.08774,5.44312,5.29706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
